,Date,Target_FR12Mts,Class,XLF,HY,XLY,XLU,XLP,SPY,VBMFX,Prob
61,1/1/2004,0.04,0,23.5987,5.45,31.309998999999998,23.809998999999998,21.780001000000002,113.480003,10.36,0.047495530015463555
62,2/1/2004,0.05,0,,,,,,,,
63,3/1/2004,0.04,0,,,,,,,,
64,4/1/2004,0.04,0,,,,,,,,
65,5/1/2004,0.06,0,,,,,,,,
66,6/1/2004,0.04,0,,,,,,,,
67,7/1/2004,0.12,0,,,,,,,,
68,8/1/2004,0.1,0,,,,,,,,
69,9/1/2004,0.1,0,,,,,,,,
70,10/1/2004,0.06,0,,,,,,,,
71,11/1/2004,0.06,0,23.964256,5.2,33.82,27.440001000000002,22.34,117.889999,10.22,0.041589317178340295
72,12/1/2004,0.03,0,,,,,,,,
73,1/1/2005,0.08,0,24.264826,5.24,33.779999,28.440001000000002,23.35,118.160004,10.3,0.05259532480858903
74,2/1/2005,0.06,0,,,,,,,,
75,3/1/2005,0.1,0,23.062551000000003,5.13,33.16,29.15,23.02,117.959999,10.11,0.05451571925993609
76,4/1/2005,0.14,0,,,,,,,,
77,5/1/2005,0.07,0,23.78554,5.05,32.970001,30.030001000000002,23.309998999999998,119.480003,10.28,0.09193952566338154
78,6/1/2005,0.07,0,23.939885999999998,5.04,32.779999,31.559998999999998,22.75,119.18,10.3,0.07266849919967358
79,7/1/2005,0.03,0,,,,,,,,
80,8/1/2005,0.07,0,,,,,,,,
81,9/1/2005,0.09,0,,,,,,,,
82,10/1/2005,0.15,0,24.711617,4.92,31.83,31.450001,23.17,120.129997,9.99,0.2512373421949125
83,11/1/2005,0.12,0,,,,,,,,
84,12/1/2005,0.14,0,,,,,,,,
85,1/1/2006,0.13,0,25.954507999999997,5.18,33.23,32.150002,23.33,127.5,10.01,0.33048541223295136
86,2/1/2006,0.1,0,26.506905,5.17,33.470001,32.57,23.530001000000002,128.229996,10.01,0.37743396488653286
87,3/1/2006,0.09,0,26.441917,5.24,33.66,30.83,23.6,129.830002,9.87,0.46145925907926066
88,4/1/2006,0.13,0,,,,,,,,
89,5/1/2006,0.2,0,,,,,,,,
90,6/1/2006,0.18,0,26.271324,5.15,33.389998999999996,32.290001000000004,24.190001000000002,127.279999,9.73,0.4522055931685779
91,7/1/2006,0.14,0,,,,,,,,
92,8/1/2006,0.13,0,,,,,,,,
93,9/1/2006,0.14,0,,,,,,,,
94,10/1/2006,0.12,0,28.781478999999997,5.35,37.209998999999996,35.790001000000004,25.83,137.78999299999998,10.01,0.48871960788401647
95,11/1/2006,0.06,0,28.984565999999997,5.55,37.68,36.740002000000004,25.610001,140.529999,10.08,0.414109544891873
96,12/1/2006,0.03,0,,,,,,,,
97,1/1/2007,-0.04,1,,,,,,,,
98,2/1/2007,-0.05,1,,,,,,,,
99,3/1/2007,-0.07,1,28.943949,5.67,38.029999,39.700001,26.65,142.0,10.01,0.3912059918878455
100,4/1/2007,-0.07,1,,,,,,,,
101,5/1/2007,-0.08,1,30.787977,5.74,40.099998,41.84,27.77,153.320007,9.9,0.7294311931689434
102,6/1/2007,-0.15,1,,,,,,,,
103,7/1/2007,-0.13,1,,,,,,,,
104,8/1/2007,-0.13,1,,,,,,,,
105,9/1/2007,-0.24,1,,,,,,,,
106,10/1/2007,-0.37,1,,,,,,,,
107,11/1/2007,-0.39,1,25.182776999999998,5.34,34.650002,42.73,29.190001000000002,148.66000400000001,10.17,0.8824565017141683
108,12/1/2007,-0.38,1,,,,,,,,
109,1/1/2008,-0.4,1,,,,,,,,
110,2/1/2008,-0.45,1,20.982941,4.77,31.32,37.610001000000004,27.129998999999998,133.820007,10.27,0.6848746760232235
111,3/1/2008,-0.4,1,,,,,,,,
112,4/1/2008,-0.37,1,21.616571,4.59,31.450001,39.880001,27.65,138.259995,10.18,0.8696102824911544
113,5/1/2008,-0.34,1,,,,,,,,
114,6/1/2008,-0.28,1,16.458164,4.24,28.48,40.700001,26.75,127.980003,10.03,0.6060383708311685
115,7/1/2008,-0.22,1,,,,,,,,
116,8/1/2008,-0.2,1,,,,,,,,
117,9/1/2008,-0.09,1,,,,,,,,
118,10/1/2008,0.07,0,,,,,,,,
119,11/1/2008,0.22,0,10.284322,2.44,20.49,30.120001000000002,24.07,90.089996,9.89,0.4723464439880336
120,12/1/2008,0.23,0,,,,,,,,
121,1/1/2009,0.3,0,,,,,,,,
122,2/1/2009,0.5,0,,,,,,,,
123,3/1/2009,0.47,0,7.156783,2.05,19.65,25.549999,21.1,79.519997,10.1,0.0896302608373616
124,4/1/2009,0.36,0,8.716491,2.27,23.290001,25.85,22.0,87.41999799999999,10.1,0.07610519441903006
125,5/1/2009,0.18,0,,,,,,,,
126,6/1/2009,0.12,0,9.707555000000001,2.54,23.08,27.889999,22.99,91.949997,10.17,0.14526734035025185
127,7/1/2009,0.12,0,,,,,,,,
128,8/1/2009,0.03,0,,,,,,,,
129,9/1/2009,0.08,0,,,,,,,,
130,10/1/2009,0.14,0,,,,,,,,
131,11/1/2009,0.08,0,,,,,,,,
132,12/1/2009,0.13,0,,,,,,,,
133,1/1/2010,0.2,0,,,,,,,,
134,2/1/2010,0.2,0,,,,,,,,
135,3/1/2010,0.13,0,12.956945,3.72,32.84,29.66,27.93,117.0,10.43,0.08286757641740981
136,4/1/2010,0.15,0,,,,,,,,
137,5/1/2010,0.23,0,,,,,,,,
138,6/1/2010,0.28,0,,,,,,,,
139,7/1/2010,0.17,0,,,,,,,,
140,8/1/2010,0.16,0,11.015433999999999,3.56,30.190001000000002,30.809998999999998,26.48,105.309998,10.91,0.014093272044347004
141,9/1/2010,-0.01,1,,,,,,,,
142,10/1/2010,0.06,0,11.827783,3.92,35.259997999999996,31.719998999999998,28.77,118.489998,10.89,0.012424005871842312
143,11/1/2010,0.05,0,,,,,,,,
144,12/1/2010,0.0,0,,,,,,,,
145,1/1/2011,0.02,0,,,,,,,,
146,2/1/2011,0.03,0,,,,,,,,
147,3/1/2011,0.06,0,,,,,,,,
148,4/1/2011,0.03,0,,,,,,,,
149,5/1/2011,-0.03,1,,,,,,,,
150,6/1/2011,0.03,0,12.469536999999999,3.82,40.209998999999996,33.48,31.23,131.970001,10.69,0.026968884750529554
151,7/1/2011,0.06,0,,,,,,,,
152,8/1/2011,0.15,0,,,,,,,,
153,9/1/2011,0.27,0,9.593826,3.2,34.860001000000004,33.619999,29.66,113.150002,11.03,0.01036359499922078
154,10/1/2011,0.13,0,,,,,,,,
155,11/1/2011,0.14,0,,,,,,,,
156,12/1/2011,0.13,0,,,,,,,,
157,1/1/2012,0.14,0,,,,,,,,
158,2/1/2012,0.11,0,,,,,,,,
159,3/1/2012,0.11,0,,,,,,,,
160,4/1/2012,0.14,0,,,,,,,,
161,5/1/2012,0.24,0,11.380991,3.42,43.099998,35.860001000000004,33.779999,131.470001,11.12,0.010460391658480573
162,6/1/2012,0.18,0,,,,,,,,
163,7/1/2012,0.23,0,,,,,,,,
164,8/1/2012,0.16,0,,,,,,,,
165,9/1/2012,0.17,0,,,,,,,,
166,10/1/2012,0.24,0,12.916328,3.65,46.07,36.900002,35.389998999999996,141.350006,11.19,0.01778869358189222
167,11/1/2012,0.27,0,,,,,,,,
168,12/1/2012,0.3,0,,,,,,,,
169,1/1/2013,0.19,0,,,,,,,,
170,2/1/2013,0.23,0,14.289195999999999,3.82,50.93,37.43,38.09,151.610001,11.03,0.023700481464905297
171,3/1/2013,0.19,0,,,,,,,,
172,4/1/2013,0.18,0,,,,,,,,
173,5/1/2013,0.18,0,16.116978,3.9,56.119999,37.68,40.049999,163.449997,10.87,0.03714662881359768
174,6/1/2013,0.22,0,,,,,,,,
175,7/1/2013,0.14,0,,,,,,,,
176,8/1/2013,0.23,0,,,,,,,,
177,9/1/2013,0.17,0,16.173841,3.81,60.630001,37.369999,39.799999,168.009995,10.66,0.010994138352986347
178,10/1/2013,0.15,0,,,,,,,,
179,11/1/2013,0.14,0,,,,,,,,
180,12/1/2013,0.11,0,,,,,,,,
181,1/1/2014,0.12,0,,,,,,,,
182,2/1/2014,0.13,0,,,,,,,,
183,3/1/2014,0.1,0,,,,,,,,
184,4/1/2014,0.11,0,,,,,,,,
185,5/1/2014,0.1,0,18.107229,3.94,65.68,42.740002000000004,45.040001000000004,192.679993,10.84,0.14726671366956673
186,6/1/2014,0.05,0,,,,,,,,
187,7/1/2014,0.09,0,18.204712,3.89,65.889999,41.25,43.139998999999996,193.08999599999999,10.78,0.11039595967143959
188,8/1/2014,-0.01,1,18.976442000000002,3.93,68.82,43.279999,45.130001,200.71000700000002,10.88,0.13927489972296858
189,9/1/2014,-0.03,1,,,,,,,,
190,10/1/2014,0.04,0,,,,,,,,
191,11/1/2014,0.01,0,,,,,,,,
192,12/1/2014,-0.01,1,,,,,,,,
193,1/1/2015,-0.03,1,23.389999,3.58,69.989998,48.189999,48.02,199.449997,11.1,0.40137803188746657
194,2/1/2015,-0.08,1,,,,,,,,
195,3/1/2015,0.0,0,19.585703,3.62,75.349998,44.43,48.740002000000004,206.429993,10.98,0.07639394466105645
196,4/1/2015,-0.01,1,,,,,,,,
197,5/1/2015,-0.01,1,,,,,,,,
198,6/1/2015,0.02,0,24.870001000000002,3.56,76.480003,43.32,47.599998,205.850006,10.72,0.19482793145793487
199,7/1/2015,0.03,0,,,,,,,,
200,8/1/2015,0.09,0,,,,,,,,
201,9/1/2015,0.13,0,22.65,3.34,74.260002,43.290001000000004,47.189999,191.630005,10.78,0.044227809171911533
202,10/1/2015,0.02,0,,,,,,,,
203,11/1/2015,0.06,0,,,,,,,,
204,12/1/2015,0.1,0,19.358245999999998,3.22,78.160004,43.279999,50.490002000000004,203.869995,10.64,0.060425217981634624
205,1/1/2016,0.17,0,17.644192,3.15,74.110001,45.419998,50.759997999999996,193.720001,10.77,0.04703640161865679
206,2/1/2016,0.22,0,,,,,,,,
207,3/1/2016,0.15,0,,,,,,,,
208,4/1/2016,0.15,0,,,,,,,,
209,5/1/2016,0.15,0,19.293257,3.32,79.239998,49.150002,52.66,209.83999599999999,10.9,0.0643079429827759
210,6/1/2016,0.15,0,,,,,,,,
211,7/1/2016,0.14,0,19.212023000000002,3.38,81.620003,52.119999,54.700001,217.11999500000002,11.14,0.06344629091689949
212,8/1/2016,0.14,0,,,,,,,,
213,9/1/2016,0.16,0,19.299999,3.46,80.040001,48.990002000000004,53.209998999999996,216.30000299999998,11.07,0.0979906926278956
214,10/1/2016,0.21,0,,,,,,,,
215,11/1/2016,0.2,0,,,,,,,,
216,12/1/2016,0.19,0,,,,,,,,
217,1/1/2017,0.24,0,23.309998999999998,3.5,84.83000200000001,49.18,52.59,227.52999900000003,10.66,0.17709275682495954
218,2/1/2017,0.15,0,,,,,,,,
219,3/1/2017,0.12,0,23.73,3.52,87.949997,51.310001,54.580002,235.74000499999997,10.68,0.21409732429954575
220,4/1/2017,0.11,0,23.530001000000002,3.54,90.059998,51.700001,55.18,238.080002,10.74,0.12204642547659572
221,5/1/2017,0.12,0,,,,,,,,
222,6/1/2017,0.12,0,24.67,3.53,89.629997,51.959998999999996,54.939999,241.80000299999998,10.77,0.2843314322210216
223,7/1/2017,0.14,0,,,,,,,,
224,8/1/2017,0.17,0,,,,,,,,
225,9/1/2017,0.16,0,,,,,,,,
226,10/1/2017,0.05,0,26.6,3.54,91.989998,55.119999,53.09,257.149994,10.77,0.49149890154390297
227,11/1/2017,0.04,0,27.52,3.5,96.650002,56.599998,56.049999,265.01001,10.73,0.5179908921902371
228,12/1/2017,-0.06,1,,,,,,,,
229,1/1/2018,-0.04,1,,,,,,,,
230,2/1/2018,0.03,0,,,,,,,,
231,3/1/2018,0.07,0,,,,,,,,
232,4/1/2018,0.11,0,,,,,,,,
233,5/1/2018,0.02,0,,,,,,,,
234,6/1/2018,0.08,0,,,,,,,,
235,7/1/2018,0.06,0,27.950001,3.43,111.269997,52.790001000000004,53.57,281.329987,10.41,0.010827471343933425
236,8/1/2018,0.01,0,,,,,,,,
237,9/1/2018,0.02,0,,,,,,,,
238,10/1/2018,0.12,0,,,,,,,,
239,11/1/2018,0.14,0,26.969998999999998,3.31,107.989998,55.59,56.259997999999996,275.649994,10.29,0.03782711763252666
240,12/1/2018,0.29,0,,,,,,,,
