,Date,Target_FR12Mts,Class,XLF,XLK,XLI,HY,XLY,XLU,XLP,SPY,VBMFX,Prob
54,6/1/2003,0.17,0,19.943136,17.07,22.389999,4.84,27.09,22.120001000000002,20.16,97.629997,10.52,0.024722222222222222
55,7/1/2003,0.12,0,20.812347,17.6,23.129998999999998,4.87,27.59,20.639999,20.129998999999998,99.389999,10.13,0.2313888888888889
56,8/1/2003,0.1,0,20.568644,18.440001000000002,24.030001000000002,4.91,29.0,21.049999,20.469998999999998,101.440002,10.17,0.3102777777777779
57,9/1/2003,0.12,0,,,,,,,,,,
58,10/1/2003,0.08,0,,,,,,,,,,
59,11/1/2003,0.11,0,,,,,,,,,,
60,12/1/2003,0.09,0,,,,,,,,,,
61,1/1/2004,0.04,0,23.5987,21.25,27.030001000000002,5.45,31.309998999999998,23.809998999999998,21.780001000000002,113.480003,10.36,0.036388888888888894
62,2/1/2004,0.05,0,,,,,,,,,,
63,3/1/2004,0.04,0,,,,,,,,,,
64,4/1/2004,0.04,0,,,,,,,,,,
65,5/1/2004,0.06,0,,,,,,,,,,
66,6/1/2004,0.04,0,,,,,,,,,,
67,7/1/2004,0.12,0,,,,,,,,,,
68,8/1/2004,0.1,0,,,,,,,,,,
69,9/1/2004,0.1,0,,,,,,,,,,
70,10/1/2004,0.06,0,,,,,,,,,,
71,11/1/2004,0.06,0,23.964256,20.98,30.469998999999998,5.2,33.82,27.440001000000002,22.34,117.889999,10.22,0.020833333333333332
72,12/1/2004,0.03,0,,,,,,,,,,
73,1/1/2005,0.08,0,24.264826,19.92,30.200001,5.24,33.779999,28.440001000000002,23.35,118.160004,10.3,0.015833333333333335
74,2/1/2005,0.06,0,,,,,,,,,,
75,3/1/2005,0.1,0,23.062551000000003,19.559998999999998,30.43,5.13,33.16,29.15,23.02,117.959999,10.11,0.005555555555555555
76,4/1/2005,0.14,0,,,,,,,,,,
77,5/1/2005,0.07,0,23.78554,20.18,30.25,5.05,32.970001,30.030001000000002,23.309998999999998,119.480003,10.28,0.021111111111111112
78,6/1/2005,0.07,0,23.939885999999998,19.92,29.379998999999998,5.04,32.779999,31.559998999999998,22.75,119.18,10.3,0.04513888888888889
79,7/1/2005,0.03,0,,,,,,,,,,
80,8/1/2005,0.07,0,,,,,,,,,,
81,9/1/2005,0.09,0,,,,,,,,,,
82,10/1/2005,0.15,0,24.711617,20.42,29.73,4.92,31.83,31.450001,23.17,120.129997,9.99,0.005416666666666667
83,11/1/2005,0.12,0,,,,,,,,,,
84,12/1/2005,0.14,0,,,,,,,,,,
85,1/1/2006,0.13,0,25.954507999999997,21.6,31.51,5.18,33.23,32.150002,23.33,127.5,10.01,0.0045833333333333325
86,2/1/2006,0.1,0,26.506905,21.65,32.490002000000004,5.17,33.470001,32.57,23.530001000000002,128.229996,10.01,0.00375
87,3/1/2006,0.09,0,26.441917,22.139999,33.799999,5.24,33.66,30.83,23.6,129.830002,9.87,0.00125
88,4/1/2006,0.13,0,,,,,,,,,,
89,5/1/2006,0.2,0,,,,,,,,,,
90,6/1/2006,0.18,0,26.271324,20.33,33.810001,5.15,33.389998999999996,32.290001000000004,24.190001000000002,127.279999,9.73,0.015833333333333335
91,7/1/2006,0.14,0,,,,,,,,,,
92,8/1/2006,0.13,0,,,,,,,,,,
93,9/1/2006,0.14,0,,,,,,,,,,
94,10/1/2006,0.12,0,28.781478999999997,22.870001000000002,34.279999,5.35,37.209998999999996,35.790001000000004,25.83,137.78999299999998,10.01,0.5433333333333334
95,11/1/2006,0.06,0,28.984565999999997,23.52,35.119999,5.55,37.68,36.740002000000004,25.610001,140.529999,10.08,0.6480555555555556
96,12/1/2006,0.03,0,,,,,,,,,,
97,1/1/2007,-0.04,1,,,,,,,,,,
98,2/1/2007,-0.05,1,,,,,,,,,,
99,3/1/2007,-0.07,1,28.943949,23.32,35.549999,5.67,38.029999,39.700001,26.65,142.0,10.01,0.9300000000000002
100,4/1/2007,-0.07,1,,,,,,,,,,
101,5/1/2007,-0.08,1,30.787977,25.65,39.130001,5.74,40.099998,41.84,27.77,153.320007,9.9,0.9097222222222232
102,6/1/2007,-0.15,1,,,,,,,,,,
103,7/1/2007,-0.13,1,,,,,,,,,,
104,8/1/2007,-0.13,1,,,,,,,,,,
105,9/1/2007,-0.24,1,,,,,,,,,,
106,10/1/2007,-0.37,1,,,,,,,,,,
107,11/1/2007,-0.39,1,25.182776999999998,26.26,39.400002,5.34,34.650002,42.73,29.190001000000002,148.66000400000001,10.17,0.8879166666666669
108,12/1/2007,-0.38,1,,,,,,,,,,
109,1/1/2008,-0.4,1,,,,,,,,,,
110,2/1/2008,-0.45,1,20.982941,22.15,36.25,4.77,31.32,37.610001000000004,27.129998999999998,133.820007,10.27,0.6906944444444445
111,3/1/2008,-0.4,1,,,,,,,,,,
112,4/1/2008,-0.37,1,21.616571,23.799999,38.5,4.59,31.450001,39.880001,27.65,138.259995,10.18,0.9966666666666667
113,5/1/2008,-0.34,1,,,,,,,,,,
114,6/1/2008,-0.28,1,16.458164,22.91,34.009997999999996,4.24,28.48,40.700001,26.75,127.980003,10.03,0.9533333333333334
115,7/1/2008,-0.22,1,,,,,,,,,,
116,8/1/2008,-0.2,1,,,,,,,,,,
117,9/1/2008,-0.09,1,,,,,,,,,,
118,10/1/2008,0.07,0,,,,,,,,,,
119,11/1/2008,0.22,0,10.284322,15.25,23.110001,2.44,20.49,30.120001000000002,24.07,90.089996,9.89,0.04055555555555555
120,12/1/2008,0.23,0,,,,,,,,,,
121,1/1/2009,0.3,0,,,,,,,,,,
122,2/1/2009,0.5,0,,,,,,,,,,
123,3/1/2009,0.47,0,7.156783,15.62,18.43,2.05,19.65,25.549999,21.1,79.519997,10.1,0.008888888888888889
124,4/1/2009,0.36,0,8.716491,17.25,21.76,2.27,23.290001,25.85,22.0,87.41999799999999,10.1,0.0005555555555555556
125,5/1/2009,0.18,0,,,,,,,,,,
126,6/1/2009,0.12,0,9.707555000000001,18.209999,21.959999,2.54,23.08,27.889999,22.99,91.949997,10.17,0.004305555555555555
127,7/1/2009,0.12,0,,,,,,,,,,
128,8/1/2009,0.03,0,,,,,,,,,,
129,9/1/2009,0.08,0,,,,,,,,,,
130,10/1/2009,0.14,0,,,,,,,,,,
131,11/1/2009,0.08,0,,,,,,,,,,
132,12/1/2009,0.13,0,,,,,,,,,,
133,1/1/2010,0.2,0,,,,,,,,,,
134,2/1/2010,0.2,0,,,,,,,,,,
135,3/1/2010,0.13,0,12.956945,23.1,31.24,3.72,32.84,29.66,27.93,117.0,10.43,0.15041666666666667
136,4/1/2010,0.15,0,,,,,,,,,,
137,5/1/2010,0.23,0,,,,,,,,,,
138,6/1/2010,0.28,0,,,,,,,,,,
139,7/1/2010,0.17,0,,,,,,,,,,
140,8/1/2010,0.16,0,11.015433999999999,20.690001000000002,28.190001000000002,3.56,30.190001000000002,30.809998999999998,26.48,105.309998,10.91,0.20569444444444435
141,9/1/2010,-0.01,1,,,,,,,,,,
142,10/1/2010,0.06,0,11.827783,24.35,32.18,3.92,35.259997999999996,31.719998999999998,28.77,118.489998,10.89,0.2902777777777778
143,11/1/2010,0.05,0,,,,,,,,,,
144,12/1/2010,0.0,0,,,,,,,,,,
145,1/1/2011,0.02,0,,,,,,,,,,
146,2/1/2011,0.03,0,,,,,,,,,,
147,3/1/2011,0.06,0,,,,,,,,,,
148,4/1/2011,0.03,0,,,,,,,,,,
149,5/1/2011,-0.03,1,,,,,,,,,,
150,6/1/2011,0.03,0,12.469536999999999,25.700001,37.240002000000004,3.82,40.209998999999996,33.48,31.23,131.970001,10.69,0.15722222222222224
151,7/1/2011,0.06,0,,,,,,,,,,
152,8/1/2011,0.15,0,,,,,,,,,,
153,9/1/2011,0.27,0,9.593826,23.6,29.219998999999998,3.2,34.860001000000004,33.619999,29.66,113.150002,11.03,0.1540277777777778
154,10/1/2011,0.13,0,,,,,,,,,,
155,11/1/2011,0.14,0,,,,,,,,,,
156,12/1/2011,0.13,0,,,,,,,,,,
157,1/1/2012,0.14,0,,,,,,,,,,
158,2/1/2012,0.11,0,,,,,,,,,,
159,3/1/2012,0.11,0,,,,,,,,,,
160,4/1/2012,0.14,0,,,,,,,,,,
161,5/1/2012,0.24,0,11.380991,27.93,34.669998,3.42,43.099998,35.860001000000004,33.779999,131.470001,11.12,0.0016666666666666668
162,6/1/2012,0.18,0,,,,,,,,,,
163,7/1/2012,0.23,0,,,,,,,,,,
164,8/1/2012,0.16,0,,,,,,,,,,
165,9/1/2012,0.17,0,,,,,,,,,,
166,10/1/2012,0.24,0,12.916328,28.870001000000002,36.490002000000004,3.65,46.07,36.900002,35.389998999999996,141.350006,11.19,0.012916666666666667
167,11/1/2012,0.27,0,,,,,,,,,,
168,12/1/2012,0.3,0,,,,,,,,,,
169,1/1/2013,0.19,0,,,,,,,,,,
170,2/1/2013,0.23,0,14.289195999999999,29.629998999999998,40.970001,3.82,50.93,37.43,38.09,151.610001,11.03,0.0004166666666666667
171,3/1/2013,0.19,0,,,,,,,,,,
172,4/1/2013,0.18,0,,,,,,,,,,
173,5/1/2013,0.18,0,16.116978,31.66,43.529999,3.9,56.119999,37.68,40.049999,163.449997,10.87,0.03
174,6/1/2013,0.22,0,,,,,,,,,,
175,7/1/2013,0.14,0,,,,,,,,,,
176,8/1/2013,0.23,0,,,,,,,,,,
177,9/1/2013,0.17,0,16.173841,32.040001000000004,46.41,3.81,60.630001,37.369999,39.799999,168.009995,10.66,0.006666666666666667
178,10/1/2013,0.15,0,,,,,,,,,,
179,11/1/2013,0.14,0,,,,,,,,,,
180,12/1/2013,0.11,0,,,,,,,,,,
181,1/1/2014,0.12,0,,,,,,,,,,
182,2/1/2014,0.13,0,,,,,,,,,,
183,3/1/2014,0.1,0,,,,,,,,,,
184,4/1/2014,0.11,0,,,,,,,,,,
185,5/1/2014,0.1,0,18.107229,37.82,54.049999,3.94,65.68,42.740002000000004,45.040001000000004,192.679993,10.84,0.12819444444444442
186,6/1/2014,0.05,0,,,,,,,,,,
187,7/1/2014,0.09,0,18.204712,39.0,51.830002,3.89,65.889999,41.25,43.139998999999996,193.08999599999999,10.78,0.09513888888888888
188,8/1/2014,-0.01,1,18.976442000000002,40.279999,54.02,3.93,68.82,43.279999,45.130001,200.71000700000002,10.88,0.40666666666666773
189,9/1/2014,-0.03,1,,,,,,,,,,
190,10/1/2014,0.04,0,,,,,,,,,,
191,11/1/2014,0.01,0,,,,,,,,,,
192,12/1/2014,-0.01,1,,,,,,,,,,
193,1/1/2015,-0.03,1,23.389999,39.900002,55.990002000000004,3.58,69.989998,48.189999,48.02,199.449997,11.1,0.33916666666666706
194,2/1/2015,-0.08,1,,,,,,,,,,
195,3/1/2015,0.0,0,19.585703,41.439999,55.77,3.62,75.349998,44.43,48.740002000000004,206.429993,10.98,0.7043055555555555
196,4/1/2015,-0.01,1,,,,,,,,,,
197,5/1/2015,-0.01,1,,,,,,,,,,
198,6/1/2015,0.02,0,24.870001000000002,41.400002,54.060001,3.56,76.480003,43.32,47.599998,205.850006,10.72,0.25666666666666677
199,7/1/2015,0.03,0,,,,,,,,,,
200,8/1/2015,0.09,0,,,,,,,,,,
201,9/1/2015,0.13,0,22.65,39.5,49.709998999999996,3.34,74.260002,43.290001000000004,47.189999,191.630005,10.78,0.09361111111111112
202,10/1/2015,0.02,0,,,,,,,,,,
203,11/1/2015,0.06,0,,,,,,,,,,
204,12/1/2015,0.1,0,19.358245999999998,42.830002,53.009997999999996,3.22,78.160004,43.279999,50.490002000000004,203.869995,10.64,0.03388888888888889
205,1/1/2016,0.17,0,17.644192,41.240002000000004,49.990002000000004,3.15,74.110001,45.419998,50.759997999999996,193.720001,10.77,0.04791666666666667
206,2/1/2016,0.22,0,,,,,,,,,,
207,3/1/2016,0.15,0,,,,,,,,,,
208,4/1/2016,0.15,0,,,,,,,,,,
209,5/1/2016,0.15,0,19.293257,44.189999,55.919998,3.32,79.239998,49.150002,52.66,209.83999599999999,10.9,0.008055555555555555
210,6/1/2016,0.15,0,,,,,,,,,,
211,7/1/2016,0.14,0,19.212023000000002,46.450001,58.040001000000004,3.38,81.620003,52.119999,54.700001,217.11999500000002,11.14,0.00986111111111111
212,8/1/2016,0.14,0,,,,,,,,,,
213,9/1/2016,0.16,0,19.299999,47.779999,58.380001,3.46,80.040001,48.990002000000004,53.209998999999996,216.30000299999998,11.07,0.00986111111111111
214,10/1/2016,0.21,0,,,,,,,,,,
215,11/1/2016,0.2,0,,,,,,,,,,
216,12/1/2016,0.19,0,,,,,,,,,,
217,1/1/2017,0.24,0,23.309998999999998,50.080002,63.380001,3.5,84.83000200000001,49.18,52.59,227.52999900000003,10.66,0.00625
218,2/1/2017,0.15,0,,,,,,,,,,
219,3/1/2017,0.12,0,23.73,53.310001,65.059998,3.52,87.949997,51.310001,54.580002,235.74000499999997,10.68,0.04555555555555556
220,4/1/2017,0.11,0,23.530001000000002,54.380001,66.339996,3.54,90.059998,51.700001,55.18,238.080002,10.74,0.01777777777777778
221,5/1/2017,0.12,0,,,,,,,,,,
222,6/1/2017,0.12,0,24.67,54.720001,68.110001,3.53,89.629997,51.959998999999996,54.939999,241.80000299999998,10.77,0.016944444444444446
223,7/1/2017,0.14,0,,,,,,,,,,
224,8/1/2017,0.17,0,,,,,,,,,,
225,9/1/2017,0.16,0,,,,,,,,,,
226,10/1/2017,0.05,0,26.6,62.950001,71.529999,3.54,91.989998,55.119999,53.09,257.149994,10.77,0.04
227,11/1/2017,0.04,0,27.52,63.84,74.510002,3.5,96.650002,56.599998,56.049999,265.01001,10.73,0.0675
228,12/1/2017,-0.06,1,,,,,,,,,,
229,1/1/2018,-0.04,1,,,,,,,,,,
230,2/1/2018,0.03,0,,,,,,,,,,
231,3/1/2018,0.07,0,,,,,,,,,,
232,4/1/2018,0.11,0,,,,,,,,,,
233,5/1/2018,0.02,0,,,,,,,,,,
234,6/1/2018,0.08,0,,,,,,,,,,
235,7/1/2018,0.06,0,27.950001,70.91999799999999,76.91999799999999,3.43,111.269997,52.790001000000004,53.57,281.329987,10.41,0.02791666666666668
236,8/1/2018,0.01,0,,,,,,,,,,
237,9/1/2018,0.02,0,,,,,,,,,,
238,10/1/2018,0.12,0,,,,,,,,,,
239,11/1/2018,0.14,0,26.969998999999998,67.940002,72.540001,3.31,107.989998,55.59,56.259997999999996,275.649994,10.29,0.044583333333333336
240,12/1/2018,0.29,0,,,,,,,,,,
